Scientific Name,Common Name,Family,Max Rooting Depth (m),Max Rooting Depth (feet),CA Phreatophytes,Reference,Location,Biome,Soil Type,Growth form,Method,Life span,Lat,Long,USDA soil texture,Native,GW Use
Cotoneaster megalocarpa,,,3.5,11.48,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,shrub,trench,,,,,,
Covillea tridentata,,,0.68,2.23,,"Cannon, 1911","Sonoran Desert,",arid desert,adobe clay,shrub,excavation,,,,,,
Cowania stansburiana,,,,,1,,,,,,,,,,,,
Craniolaria integrifolia,,,0.35,1.15,,"Rawitscher, 1948",Emas (Pirassununga,Campo Cerrado (tree,"deep, homogeneous",herb,deep wells (shafts),,,,,,
Crataegus mollis,Hawthorn,,1.5,4.92,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Carrington siltloam,tree,excavation,,,,,,
Crataegus monogyna,"common hawthorn,",,0.73,2.40,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,humic cambissols,small tree,excavation,,,,,,
Crataegus songorica C.,Almaty hawthorn,,6.4,21.00,,"Kokoreva, 1996","Kazakhstan, northern",dry steppe,"clayeychernozem,",tree,excavation,,,,,,
Crataegus songorica C.,Dzhungarian Hawthorn,,4,13.12,,"Kokoreva, 1996","Kazakhstan, northern",dry steppe,"clayeychernozem,",tree,excavation,,,,,,
Crepis capillaris,,Asteraceae,0.31,1.02,,Antos & Halpern 1997,"Western Cascade Mountains, Oregon, USA",temperate conifer forest,"deep, originated from volcanic ash",forb,,annual,44.16,-122.34,Lo,,
Crepis spp,hawksbeard,,> 2.0,> 6.56,,Spence 1937,"Boise, Idaho",semi‐arid shrub‐steppe,"loose coarse granite, high",forb,trenchwall,,,,,,
Cressa truxillensis,Spreading Alkaliweed,,,,,,,,,,,,,,,1,
Croton pottsii,leatherweed,,1.4,4.59,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Croton pottsii,leatherweed,,1.6,5.25,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Croton pottsii,leatherweed,,1.78,5.84,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Croton texensis,Texas croton,,0.32,1.05,,"Dittmer, 1959",North‐Central Arizona,arid desert,sand,herb,excavation,,,,,,
Cryptantha utahensis,,Boraginaceae,0.14,0.46,,Forseth et al. 1984,"Death Valley, California, USA",temperate desert,sand,forb,,annual,36.5323,-116.9325,Sa,,
Cryptocarya alba,,,> 0.6,> 1.97,,"Hoffmann, 1978","near Santiago,","Mediterrane an, Chilean","compact, hard, clay‐sand‐gravel‐",sclerophyllous shrubs,excavation,,,,,,
Cryptomeria japonica D.,Japanese sugi pine or,,1.8,5.91,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Cryptomeria japonica D.,Japanese sugi pine or,,2.4,7.87,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Cucurbita digitata,,Cucurbitaceae,0.63,2.07,,Forseth et al. 1984,"Death Valley, California, USA",subtropical semi-desert,sand to silt,prostrate forb,,annual,36.5323,-116.9325,Si,,
Cunninghami a lanceolata,Chin A‐fir (though not,,1.6,5.25,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,loam,tree,excavation,,,,,,
Cupressus benthamii,Mexican cypress,,7.62,25.00,,"Hosegood & Howland,","north of Nairobi,",plantation,"loam, deep, free‐draining latosol",tree,soil coring,,,,,,
Cupressus lusitanica,Mexican White Cedar,,7.62,25.00,,"Hosegood & Howland,","north of Nairobi,",plantation,"loam, deep, free‐draining latosol",tree,soil coring,,,,,,
Cupressus macrocarpa,Monterey cypress,,1.8,5.91,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Cupressus macrocarpa,Monterey cypress,,4.57,14.99,,"Pereira and Hosegood,","Kin Ale, Kanya",grass savanna,"sandy loam, clay, high‐perm",tree,excavation,,,,,,
Curatella americana,"chaparro, curata or",,5,16.40,,"Foldats & Rutkis, 1975",N Venezuela,tropical savanna,"high macropores,",tree or shrub,excavation,,,,,,
Curatella americana L.,,,0.8 +/- 0.3,2.62 +/- 0.98,,"Salis et al., 2014","Nhecolândia Pantanal,",Tropical savanna,"sandy Spodosols, 94‐",tree,excavation,,,,,,
Cycas revoluta,"sago palm, king sago,",,1,3.28,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,small shrub,excavation,,,,,,
Cymopterus terebinthinus,turpentine cymopterus,,1.6,5.25,,"Klepper et al., 1985","Hanford, SC Washington",semi‐arid shrub‐steppe,sandy‐loam to silty loam,forb / subshrub,excavation,,,,,,
Cynodon dactylon,Coastal’ bermudagra,,> 1.5,>4.92,1,Franzluebbers &,"central Georgia, US",managed pasture,sandy loam,grass,soil coring,,,,,,
Cystopteris filix‐fragilis,brittle bladder‐,,0.19,0.62,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,rhizomatous forb,trench,,,,,,
Cytisus multiflorus,white Spanish,,0.6,1.97,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,schist lithossols,shrub,excavation,,,,,,
Cytisus striatus,Portuguese broom,,0.35,1.15,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,schist lithossols,shrub,excavation,,,,,,
Dactylis glomerata,"cock's‐foot, orchard",,0.87,2.85,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,,C₃ bunch grass,soil coring,,,,,,
Dactylis glomerata,"cock's‐foot, orchard",,0.92,3.02,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,clay loam,C₃ bunch grass,soil coring,,,,,,
Dactylorhiza majalis,western marsh,,0.09,0.30,,Lichtenegger & Kutschera‐,,Marsh,peat soil,forb (an orchid),excavation,,,,,,
Dalbergia sissoo,Indian Rosewood,,4.5,14.76,,"Howard, 1925","Pusa, N Bihar, India, on the",subtropical monsoon,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Dalea nana,dwarf dalea,,1.3,4.27,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Dalea scoparia A.,broom dalea,,1.52,4.99,,"Dittmer, 1959",North‐Central Arizona,arid desert,sand,shrub,excavation,,,,,,
Dalea spinosa,,,,,1,,,,,,,,,,,,
Daphne gnidium,flax‐leaved daphne,,1.52,4.99,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,humic cambissols,shrub,excavation,,,,,,
Dasiphora fruticosa,,,,,1,,,,,,,,,,,1,
Dasyochloa pulchella,fluffgrass,,0.3,0.98,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,fine loamy,grass,excavation,,,,,,
Davilla kunthii,,,10,32.81,,"Restom & Napstad,","Paragomin As, Para, Brazil",Tropical rainforest,"Oxisol: 70–80% clay, 10–20%",liana,excavation,,,,,,
Deschampsia caespitosa,Tufted Hairgrass,,,,,,,,,,,,,,,1,
Desmanthus cooleyi,Cooley's bundleflowe,,2.1,6.89,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Deverra scoparia,,,0.2,0.66,,"Cannon, 1913","Northern Sahara,",arid desert,stony desert with little soil,herb,excavation,,,,,,
Dialium engleranum,Kalahari podberry,,2,6.56,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,sand imperfectly drained,tree,excavation,,,,,,
Dichrostachys cinerea,Kalahari Christmas,,20,65.62,,"Obakeng, 2007","Kalahari sandveld, E.",grass/tree savanna,loamy fine sand,tree,lithiumchloride,,,,,,
Dichrostachys cinerea,Kalahari podberry,,1.9,6.23,,"Timberlake & Calvert, 1993","Nyamandhlov u, W.",subtropical dry forest,"kalahari sand, over sandy‐clay",tree,excavation,,,,,,
Dichrostachys cinerea,"sicklebush, Bell",,4,13.12,,"Timberlake & Calvert, 1993","Chilanga, S. Zambia",subtropical dry forest,clay over limestone,small tree,excavation,,,,,,
Dicorynia guianensis,,,1,3.28,,"Bonal et al., 2000",French Guiana,Tropical rainforest,clayey‐silty alterite with,tree,O‐18 andsoil pit,,,,,,
Dicorynia guianensis,,,1.6,5.25,,"Bonal et al., 2000",French Guiana,Tropical rainforest,reddish‐brown sandy‐loamy to,tree,O‐18 andsoil pit,,,,,,
Dicotyledonous sp,,,3,9.84,,"Cattanio et al., 2004","Combu Isl, near Belem,",lowland tropical,sandy clay,tree,soil pit +coring,,,,,,
Dicotyledonous sp,,,3.5,11.48,,"Cattanio et al., 2004","Combu Isl, near Belem,",lowland tropical,heavier (more clay),tree,soil pit +coring,,,,,,
Dimorphocarpa wislizenii,spectacle‐ pod,,0.8,2.62,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Diospyro spp.,,,1.65,5.41,,"Greenland & Kowal, 1960","near Kade, S Ghana",moist tropical,"silty clay, silty‐sandy clay,",tree,soil coring,,,,,,
Diospyros hispida A.DC.,,,0.5,1.64,,"Salis et al., 2014","Nhecolândia Pantanal,",Tropical savanna,"sandy Spodosols, 94‐",tree,excavation,,,,,,
Diospyros lycioides,"bluebush, star‐apple,",,2.8,9.19,,"Timberlake & Calvert, 1993","Chilanga, S. Zambia",subtropical dry forest,clay over limestone,small tree,excavation,,,,,,
Diplacus longiflorus,Bush monkeyflow,,> 0.76,> 2.49,,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,"coarse, loose gravel",subshrub,excavation,,,,,,
Diplopterygium glaucum,,,< 0.3(rhizome),<0.98 (rhizome),,"Du et al., 2010","SE Chin A, Gutian",subtropic evergreen,,rhizomatous forb,cutting,,,,,,
Diplorhynchus,"Horn‐pod tree, Wild",,0.8,2.62,,"Timberlake & Calvert, 1993","Lup ane, W. Zimbabwe",subtropical dry forest,kalahari sand,shrub,excavation,,,,,,
Dipterocarp spp.,,,1.1,3.61,,"Imai et al., 2010","Sabah, Malaysian",lowland tropical rain,"Acrisols poor in nutrients, well",tree,soil pitsand core,,,,,,
Dipterocarpus costatus,,,10,32.81,,"Ohnuki et al., 2008",Kampong Thom,tropical evergreen,"loamy sand, on sandy‐caly loam,",tree,trenchwall,,,,,,
Dipterocarpus forest,Dipterocarpus,,> 32,> 104.99,,Montoroi et al. 2016,"Khon Kaen, NE Tailand",tropical savanna /,sand layer over clay layer over,tree,deep wellboring,,,,,,
Dipterocarpus forest,Dipterocarpus,,26,85.30,,Montoroi et al. 2016,"Khon Kaen, NE Tailand",tropical savanna /,sand layer over clay layer over,tree,deep wellboring,,,,,,
Dipteryx alata Vogel,,,1,3.28,,"Salis et al., 2014","Nhecolândia Pantanal,",Tropical savanna,"sandy Spodosols, 94‐",tree,excavation,,,,,,
Distichlis spicata,"seashore saltgrass,",,0.61,2.00,1,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,bunch grass,excavation,,,,,,
Distichlis spicata,Saltgrass/Seashore Saltgrass,Poaceae,0.6,1.97,1,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",Nebraska,Alluvial flood-plain,Alluvial flood-plain,Herbaceous perennial: Clonal graminoid,Excavation,,,,,1,
Distichlis stricta,,,,,1,,,,,,,,,,,,
Dombeya rotundifolia,South African wild,,1.1,3.61,,"Timberlake & Calvert, 1993","Nyamandhlov u, W.",subtropical dry forest,"kalahari sand, over sandy‐clay",small tree,excavation,,,,,,
Dombeya sp.,,,2.8,9.19,,"Timberlake & Calvert, 1993","Chilanga, S. Zambia",subtropical dry forest,loam over limestone,shrub,excavation,,,,,,
Draba oligosperma,Few‐seeded Draba,,0.26,0.85,,"Daubenmire, 1941","Medicine Bowel Range,",alpine tundra,stony scree,leaf‐succulent,exavation,,,,,,
Dracocephalum imberbe,,,0.38,1.25,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,rhizomatous herb,trench,,,,,,
Dupontia fisheri,Fisher's tundragrass,,0.27,0.89,,"Shaver & Billlings, 1975","Barrow, N. costal Alaska",wet tundra,,grass,root obsbox (like,,,,,,
Echinocactus wislizenii,,,0.2,0.66,,"Cannon, 1911","Sonoran Desert,",arid desert,"adobe clay, amlpais (from",herb,excavation,,,,,,
Echinocereus engelmannii,,Cactaceae,0.16,0.52,,Cody 1986,"Mojave Desert, California, USA",temperate semi-desert,decomposed granite,succulent,,perennial,35.011,-115.4734,Sa,,
Echinocereus engelmannii,,Cactaceae,0.3,0.98,,Nobel et al. 1991,"Deep Canyon Desert Research Center, California",subtropical desert,"gravely, sandy loam",succulent,,perennial,33.38,-116.24,SaLo,,
Echinolaena sp.,,,1.5,4.92,,"Rawitscher, 1948",Emas (Pirassununga,Campo Cerrado (tree,"deep, homogeneous",grass,deep wells (shafts),,,,,,
Eichhornia crassipes,Common Water-hyacinth,,,,,,,,,,,,,,,0,
Elaeagnus angustifolia,"silver berry, oleaster,",,4.0 - 6.0,13.12-19.69,,"Karimov & Molotkovski,","Pamiro‐Alay, W Tajikistan",dry steppe,,small tree,soilmonolith,,,,,,
Elaeis guineensis,African oil palm or,,> 5,>16.40,,"Syahrinudin, 2005","N. and S. Sumatra,","near Jambi, S. Sumatra",deeply weathered SL‐,palm,soil coringt 5m,,,,,,
Elaeis guineensis,African oil palm or,,> 5,>16.40,,"Syahrinudin, 2005","East Kalemantan,","near Kenangan,",deeply weathered SL‐,palm,soil coringt 5m,,,,,,
Eleocharis macrostachya,Creeping Spikerush,,,,,,,,,,,,,,,1,
Eleocharis montevidensis,sand spikerush,,0.4,1.31,,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",Arizona,Stream bank,,Herbaceous perennial: Clonal graminoid,Excavation,,,,,1,
Eleocharis palustris,"common spike‐rush,",,0.03,0.10,,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,grass,excavation,,,,,,
Eleocharis rostellata,Beaked Spikerush,Cyperaceae,0.25,0.82,,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",New York,Wetland,NR,Herbaceous perennial: Clonal graminoid,Excavation,,,,,1,
Elymus canadensis,Canada wild rye,,0.56,1.84,,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,bunch grass,excavation,,,,,,
Elymus canadensis,Canada wild rye,Poaceae,0.76,2.49,,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",Kansas,Mixed prairie,silty clay loam,,Excavation,,,,,0,
Elymus caput‐ medusae,medusahea d,,1.02,3.35,,Hironaka 1961,"Gem County, Idaho",semi‐arid pasture,"Brent silt loam, developed on an",bunchgrass,growthcloth bags,,,,,,
Elymus condensatus,,,,,1,,,,,,,,,,,,
Elymus elymoides,bottlebrush squirreltail,,0.5 - 0.75,1.64-2.46,,Abbott et al. 1991,"SE Idaho, INEL",semi‐arid shrub‐steppe,sandy loam to clay; calcic,grass,131I radiotracer,,,,,,
Elymus elymoides,squirreltail,,> 1.0,> 3.28,,"Reynolds & Fraley, 1989","E of Idaho Falls, ID",semi‐arid shrub‐steppe,clayey silt,grass,32P radiotracer,,,,,,
Elymus lanceolatus,stream bank wheatgrass,,0.75 - 1,2.46-3.28,,Abbott et al. 1991,"SE Idaho, INEL",semi‐arid shrub‐steppe,sandy loam to clay; calcic,grass,131I radiotracer,,,,,,
Elymus multisetus,Big Squirrel-tail,,,,,,,,,,,,,,,1,
Elymus triticoides,"creeping wild rye,",,1.17,3.84,1,"Weaver, 1919","near Pike's Peak,",Half Graval‐ slide,"coarse, rocky soil, more",grass,excavation,,,,,,
Enarganthe actonaria,,,0.1,0.33,,"Esler & Rundel, 1999","Namaqualand , South Africa",,sandy,shrub,excavation,,,,,,
Encelia actoni,,,,,,,,,,,,,,,,1,
Encelia farinosa,brittlebush,,0.55,1.80,1,"Cannon, 1911","Sonoran Desert,",arid desert,"adobe clay, amlpais (from",shrub,excavation,,,,,,
Encelia virginensis,,,,,,,,,,,,,,,,1,
Endospermum diadenum,,,2.3,7.55,,"Kenzo et al., 2009","Sarawak, Malaysia",secondary growth,Sandy loam,tree,excavation,,,,,,
Entandrophragma,sapele or sapelli,,>10,>32.81,,"Freycon et al., 2015",Central African,semi‐ deciduous,Ferralsols developed on,emergent tree,trenchwall,,,,,,
Entandrophragma,sapele or sapelli,,3,9.84,,"Freycon et al., 2015",Central African,semi‐ deciduous,Arenosols developed on,emergent tree,trenchwall,,,,,,
Entandrophragma,sapele or sapelli,,5.2,17.06,,"Freycon et al., 2015",Central African,semi‐ deciduous,Arenosols developed on,emergent tree,"trenchwall, plus",,,,,,
Entandrophragma,sapele or sapelli,,8,26.25,,"Freycon et al., 2015",Central African,semi‐ deciduous,Ferralsols developed on,emergent tree,"trenchwall, plus",,,,,,
Entandrophragma,Mountain Mahogany,,0.5,1.64,,"Timberlake & Calvert, 1993","Sasame Riv, N. Gokwe, N.",subtropical dry forest,coarse sand,tree,excavation,,,,,,
Enterolobium cyclocarpum,,,2.0 - 3.0,6.56-9.84,,"Querejeta et al., 2007","Northern Yucatan,",subtropical dry forest,"shallow, rocky, high OM",tree,soil/rockpits +,,,,,,
Enterolobium cyclocarpum,,,2.0 - 3.0,6.56-9.84,,"Querejeta et al., 2007","Northern Yucatan,",subtropical dry forest,"shallow, rocky, high OM",tree,soil/rockpits +,,,,,,
Enterolobium cyclocarpum,,,2.0 - 3.0,6.56-9.84,,"Querejeta et al., 2007","Northern Yucatan,",subtropical dry forest,"shallow, rocky, high OM",tree,soil/rockpits +,,,,,,
Eperua falcata,,,2,6.56,,"Bonal et al., 2000",French Guiana,Tropical rainforest,clayey‐silty alterite with,tree,O‐18 andsoil pit,,,,,,
Eperua falcata,,,3.5,11.48,,"Bonal et al., 2000",French Guiana,Tropical rainforest,reddish‐brown sandy‐loamy to,tree,O‐18 andsoil pit,,,,,,
Ephedra alata ‐ alenda,,,1.9,6.23,,"Derbel and Chaieb, 2012",Central Tunisia,Saharian desert,sand,xerophytic shrub,excavation,,,,,,
Ephedra californica,California Mormon-tea,,,,,,,,,,,,,,,1,
Ephedra nevadensis,Nevada ephedra,,0.5,1.64,,"Wallace et al., 1980","Mojave desert,",Arid desert,,shrub,excavation,,,,,,
Ephedra nevadensis,Nevada ephedra,Ephedraceae,0.67,2.20,,Manning & Groeneveld 1989,"E California, USA",temperate desert,rocky sandy loam,semi-shrub,,perennial,37.16666667,-118.2833333,SaLo,,
Ephedra nevadensis,Nevada ephedra,Ephedraceae,0.67,2.20,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",E California,temperate desert,rocky sandy loam,perennial semi-shrub,,,,,,1,
Ephedra torreyana,Torrey's ephedra,,0.7,2.30,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,gypsum soil,shrub,excavation,,,,,,
Ephedra trifurca,longleaf ephedra,,5.1,16.73,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Epilobium angustifolium,,Onagraceae,0.43,1.41,,Antos & Halpern 1997,"Western Cascade Mountains, Oregon, USA",temperate conifer forest,"deep, originated from volcanic ash",forb,,perennial,44.16,-122.34,Lo,,
Epilobium paniculatum,,Onagraceae,0.25,0.82,,Antos & Halpern 1997,"Western Cascade Mountains, Oregon, USA",temperate conifer forest,"deep, originated from volcanic ash",forb,,annual,44.16,-122.34,Lo,,
Equisetum arvense,field horsetail,,3,9.84,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,,forb,trenchwall,,,,,,
Equisetum fluviatile,"water horsetail,",,2.24,7.35,,"Stoeckeler, 1938",NC North Dokota,temperate steppe,deep dune sand,rush,hydraulicexcavatio,,,,,,
Eragrostis lehmanniana,Lehmann lovegrass,,1.2,3.94,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,grass,excavation,,,,,,
Eragrostis obtusiflora,,,,,1,,,,,,,,,,,,
Eremalche rotundifolia,,Malvaceae,0.31,1.02,,Forseth et al. 1984,"Death Valley, California, USA",temperate desert,sand,forb,,annual,36.5323,-116.9325,Sa,,
Erianthus ravennae,"ravennagras s, elephant",,1.25,4.10,,"Karimov & Molotkovski,","Pamiro‐Alay, W Tajikistan",dry steppe,,grass,soilmonolith,,,,,,
Erica australis,,,0.35,1.15,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,schist lithossols,shrub,excavation,,,,,,
Erica lusitanica,Spanish and Portuguese,,1.5,4.92,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,humic cambissols,shrub,excavation,,,,,,
Erica plukenetii,,,0.4,1.31,,"Higgins et al., 1987","E of Cape Town, South","mountain fynbos,","loamy sand, with quartzite",mid‐high shrub,excavation,,,,,,
Erica scoparia,,,0.9,2.95,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,humic cambissols,shrub,excavation,,,,,,
"Erica scoparia, E.","besom heath, bell",,1.4,4.59,,"Bakker et al., 2006",SW France,Mediterran pine,eaolian sand /Entic to Densic,shrub,coring,,,,,,
Erica umbellata,,,0.2,0.66,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,schist lithossols,shrub,excavation,,,,,,
Ericameria albida,White Rabbitbrush,,,,,,,,,,,,,,,1,
Ericameria cooperi,,Asteraceae,1.03,3.38,1,Cody 1986,"Mojave Desert, California, USA",temperate semi-desert,decomposed granite,semi-shrub,,perennial,35.011,-115.4734,Sa,,
Ericameria cooperi,,Asteraceae,1.35,4.43,1,Cody 1986,"Mojave Desert, California, USA",temperate semi-desert,decomposed granite,semi-shrub,,perennial,35.011,-115.4734,Sa,,
